theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
-0.03,-0.03,0.29,0.29,3000,3000,136973335898,0.797124753073282,0.737256528047544,5958.34456814837,5958.34456814837,6.09624464174641,6.09623741121462,12.1604544464013,0.0320276065597493,0.0322716263857572
-0.03,-0.03,0.2,0.2,3000,3000,123173766367,1.02390108999003,0.99372575641081,5637.12963971802,5637.12963971802,6.13131091950188,6.13129930095725,12.2114726012284,0.0511376192306958,0.051668489225106
-0.03,-0.03,0.3,0.3,3000,3000,138392035952,0.713919005367218,0.737607684519561,5989.92524577219,5989.92524577219,6.09367623050976,6.09366706127398,12.1559943529161,0.031348938867616,0.030790534928574
-0.03,-0.03,0,0,3000,3000,45193419061,2187.97958935549,2189.31931153618,2923.21798984341,2923.21798984341,7.47227048424919,7.47226356863488,13.4166591881771,1.52787486470698,1.52746617146367
-0.04,-0.04,-0.01,-0.01,3000,3000,22379974958,5.95531026388104,6.00724753952656,1710.90989976777,1710.90989976777,5.88603750330915,5.88601150621155,11.4634911936838,0.308557815836917,0.308411308758373
-0.04,-0.04,-0.02,-0.02,3000,3000,19785150622,3.91664079642733,3.97450283969312,1533.62998237395,1533.62998237395,5.68999426552408,5.68996670193621,11.1692886712791,0.210672296181171,0.211080224678598
-0.04,-0.04,-0.03,-0.03,3000,3000,17849929674,3.12189882770536,3.05898274695974,1397.08180010816,1397.08180010816,5.5503328014943,5.55029352865713,10.9469822926107,0.153644037540756,0.153787323610153
-0.04,-0.04,-0.04,-0.04,3000,3000,16281531431,2.54417157911338,2.49446862775241,1283.84420109471,1283.84420109471,5.44290134578787,5.44286533056489,10.7677992810863,0.117967395266467,0.118074667172168
-0.04,-0.04,-0.05,-0.05,3000,3000,14945521990,2.19352192749526,2.14684633266829,1185.55379215238,1185.55379215238,5.35208586027589,5.35204851573973,10.6108943192606,0.0932400567549863,0.0932426404919973
-0.04,-0.04,-0.06,-0.06,3000,3000,13770942894,2.03925265684511,2.03749952527626,1097.76372966412,1097.76372966412,5.27156746815508,5.27151205005199,10.4683624855208,0.0747170326862445,0.0744072853377062
-0.04,-0.04,-0.07,-0.07,3000,3000,12722658951,1.80906520548408,1.7987002435757,1018.42189985031,1018.42189985031,5.1986676834457,5.19863428232378,10.3377640715929,0.0595378941765503,0.0603682538552679
-0.04,-0.04,-0.08,-0.08,3000,3000,11770053258,1.64330645865147,1.60846819377643,945.532766684539,945.532766684539,5.13069169842634,5.1306605653278,10.2125500751703,0.0488021885838137,0.0488847594196109
-0.04,-0.04,-0.09,-0.09,3000,3000,10893296517,1.60154331116305,1.58027804410827,877.780023946503,877.780023946503,5.0665463372537,5.06649958391605,10.0935329223134,0.0395129988563792,0.0400678518842632
